"QueryText "," NumResultRows"," UtilityRowCount","CallNestingLevel","QueryBand "," StartTime"," FirstStepTime"," FirstRespTime","NumSteps"," TotalIOCount"," AMPCPUTime"," ParserCPUTime"," UtilityByteCount"," DelayTime","NumOfActiveAMPs"," MaxAMPCPUTime","MaxCPUAmpNumber"," MaxAmpIO","MaxIOAmpNumber"," MinAmpIO"," SpoolUsage","ResponseTimeMet"," TDWMEstMaxRows"," TDWMEstLastRows"," TDWMEstTotalTime"," AMPCPUTimeNorm"," ParserCPUTimeNorm"," MaxAMPCPUTimeNorm","MaxCPUAmpNumberNorm"," MinAmpCPUTimeNorm"," EstProcTime"," EstMaxRowCount"," WDDelayTime"," ParserExpReq","CPUDecayLevel","IODecayLevel"," SeqRespTime"," ReqIOKB"," ReqPhysIO"," ReqPhysIOKB"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:33.41","2014-11-08 21:21:33.41","2014-11-08 21:21:36.89"," 12"," 3,873"," 2.952"," 0.000"," ?"," ?"," 2"," 1.484"," 1"," 1,939"," 1"," 1,934"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.165"," 0.000"," 34.770"," 1"," 34.395"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.480"," 509,006.000"," 2,613.000"," 380,922.000"
"select l_shipmode, sum(case when o_orderpriority = '1-URGENT' or o_orderpriority = '2-HIGH' then 1 else 0 end) as high_line_count, sum(case when o_orderpriority <> '1-URGENT' and o_ "," 2"," ?"," 0","? ","2014-11-08 20:53:55.98","2014-11-08 20:53:55.98","2014-11-08 20:54:00.81"," 9"," 8,282"," 1.552"," 0.000"," ?"," ?"," 2"," 0.780"," 1"," 4,162"," 1"," 4,120"," 1,305,088","T "," 379,654"," 284,741"," 85,066"," 36.362"," 0.000"," 18.275"," 1"," 18.087"," 85.066"," 379,654"," ?"," ?"," 0"," 0"," 4.830"," 1,031,799.000"," 8,181.000"," 1,020,744.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:36.89","2014-11-08 21:21:36.89","2014-11-08 21:21:40.32"," 12"," 3,834"," 2.952"," 0.000"," ?"," ?"," 2"," 1.480"," 0"," 1,938"," 1"," 1,896"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.164"," 0.000"," 34.676"," 0"," 34.488"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.430"," 504,711.000"," 2,636.000"," 384,456.000"
"select l_shipmode, sum(case when o_orderpriority = '1-URGENT' or o_orderpriority = '2-HIGH' then 1 else 0 end) as high_line_count, sum(case when o_orderpriority <> '1-URGENT' and o_ "," 2"," ?"," 0","? ","2014-11-08 20:54:00.81","2014-11-08 20:54:00.81","2014-11-08 20:54:05.63"," 9"," 8,282"," 1.532"," 0.000"," ?"," ?"," 2"," 0.772"," 1"," 4,162"," 1"," 4,120"," 1,305,088","T "," 379,654"," 284,741"," 85,066"," 35.893"," 0.000"," 18.087"," 1"," 17.806"," 85.066"," 379,654"," ?"," ?"," 0"," 0"," 4.820"," 1,031,799.000"," 8,180.000"," 1,020,712.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:40.32","2014-11-08 21:21:40.32","2014-11-08 21:21:43.91"," 12"," 3,841"," 2.980"," 0.000"," ?"," ?"," 2"," 1.492"," 1"," 1,924"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.820"," 0.000"," 34.957"," 1"," 34.863"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.590"," 502,611.000"," 2,652.000"," 386,336.000"
"select l_shipmode, sum(case when o_orderpriority = '1-URGENT' or o_orderpriority = '2-HIGH' then 1 else 0 end) as high_line_count, sum(case when o_orderpriority <> '1-URGENT' and o_ "," 2"," ?"," 0","? ","2014-11-08 20:54:05.64","2014-11-08 20:54:05.64","2014-11-08 20:54:10.47"," 9"," 8,277"," 1.560"," 0.000"," ?"," ?"," 2"," 0.784"," 0"," 4,162"," 1"," 4,115"," 1,305,088","T "," 379,654"," 284,741"," 85,066"," 36.550"," 0.000"," 18.369"," 0"," 18.181"," 85.066"," 379,654"," ?"," ?"," 0"," 0"," 4.830"," 1,031,799.000"," 8,181.000"," 1,020,744.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:43.91","2014-11-08 21:21:43.91","2014-11-08 21:21:47.32"," 12"," 3,903"," 2.924"," 0.000"," ?"," ?"," 2"," 1.468"," 1"," 1,986"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.509"," 0.000"," 34.395"," 1"," 34.114"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.410"," 510,067.000"," 2,613.000"," 382,230.000"
"select l_shipmode, sum(case when o_orderpriority = '1-URGENT' or o_orderpriority = '2-HIGH' then 1 else 0 end) as high_line_count, sum(case when o_orderpriority <> '1-URGENT' and o_ "," 2"," ?"," 0","? ","2014-11-08 20:54:10.48","2014-11-08 20:54:10.48","2014-11-08 20:54:15.28"," 9"," 8,282"," 1.576"," 0.000"," ?"," ?"," 2"," 0.796"," 1"," 4,162"," 1"," 4,120"," 1,305,088","T "," 379,654"," 284,741"," 85,066"," 36.925"," 0.000"," 18.650"," 1"," 18.275"," 85.066"," 379,654"," ?"," ?"," 0"," 0"," 4.800"," 1,031,799.000"," 8,174.000"," 1,020,459.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:47.32","2014-11-08 21:21:47.32","2014-11-08 21:21:50.78"," 12"," 3,868"," 2.920"," 0.000"," ?"," ?"," 2"," 1.464"," 1"," 1,951"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.415"," 0.000"," 34.301"," 1"," 34.114"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.460"," 505,412.000"," 2,635.000"," 384,570.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:15.29","2014-11-08 20:54:16.95","2014-11-08 20:54:21.64"," 12"," 4,068"," 4.364"," 0.060"," ?"," ?"," 2"," 2.200"," 1"," 2,070"," 1"," 1,998"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 102.248"," 1.405"," 51.546"," 1"," 50.702"," 43.422"," 1,800,788"," ?"," 1.598"," 0"," 0"," 4.950"," 515,109.000"," 2,553.000"," 343,963.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:50.78","2014-11-08 21:21:50.78","2014-11-08 21:21:54.09"," 12"," 3,915"," 2.912"," 0.000"," ?"," ?"," 2"," 1.460"," 0"," 1,970"," 1"," 1,945"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.227"," 0.000"," 34.207"," 0"," 34.020"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.310"," 511,244.000"," 2,577.000"," 377,401.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:21.64","2014-11-08 20:54:21.71","2014-11-08 20:54:26.38"," 12"," 4,106"," 4.336"," 0.060"," ?"," ?"," 2"," 2.180"," 1"," 2,069"," 0"," 2,037"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.592"," 1.405"," 51.077"," 1"," 50.515"," 43.422"," 1,800,788"," ?"," 0.003"," 0"," 0"," 4.910"," 513,649.000"," 2,602.000"," 349,394.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:54.09","2014-11-08 21:21:54.09","2014-11-08 21:21:57.54"," 12"," 3,850"," 2.924"," 0.000"," ?"," ?"," 2"," 1.464"," 1"," 1,933"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.508"," 0.000"," 34.301"," 1"," 34.207"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.450"," 503,446.000"," 2,676.000"," 389,803.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:26.39","2014-11-08 20:54:26.39","2014-11-08 20:54:31.13"," 12"," 4,108"," 4.340"," 0.000"," ?"," ?"," 2"," 2.188"," 0"," 2,060"," 0"," 2,048"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.685"," 0.000"," 51.264"," 0"," 50.421"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.980"," 513,381.000"," 2,611.000"," 350,440.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:21:57.54","2014-11-08 21:21:57.54","2014-11-08 21:22:01.04"," 12"," 3,817"," 2.976"," 0.000"," ?"," ?"," 2"," 1.488"," 1"," 1,938"," 1"," 1,879"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.726"," 0.000"," 34.863"," 1"," 34.863"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.500"," 503,077.000"," 2,675.000"," 389,435.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:31.13","2014-11-08 20:54:31.13","2014-11-08 20:54:35.82"," 12"," 4,020"," 4.344"," 0.000"," ?"," ?"," 2"," 2.180"," 1"," 2,028"," 0"," 1,992"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.779"," 0.000"," 51.077"," 1"," 50.702"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.930"," 508,446.000"," 2,594.000"," 349,390.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:01.04","2014-11-08 21:22:01.04","2014-11-08 21:22:04.52"," 12"," 3,845"," 2.976"," 0.000"," ?"," ?"," 2"," 1.500"," 1"," 1,966"," 1"," 1,879"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.727"," 0.000"," 35.145"," 1"," 34.582"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.480"," 503,065.000"," 2,675.000"," 389,429.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:35.82","2014-11-08 20:54:35.82","2014-11-08 20:54:40.50"," 12"," 4,021"," 4.352"," 0.000"," ?"," ?"," 2"," 2.180"," 0"," 2,028"," 0"," 1,993"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.966"," 0.000"," 51.077"," 0"," 50.889"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.940"," 508,316.000"," 2,594.000"," 349,231.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:04.52","2014-11-08 21:22:04.52","2014-11-08 21:22:08.19"," 12"," 3,867"," 3.304"," 0.000"," ?"," ?"," 2"," 1.656"," 0"," 1,966"," 1"," 1,901"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 77.412"," 0.000"," 38.800"," 0"," 38.612"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.670"," 504,959.000"," 2,637.000"," 384,557.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:40.50","2014-11-08 20:54:40.50","2014-11-08 20:54:45.13"," 12"," 4,028"," 4.264"," 0.000"," ?"," ?"," 2"," 2.148"," 1"," 2,028"," 0"," 2,000"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 99.904"," 0.000"," 50.327"," 1"," 49.577"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.880"," 509,243.000"," 2,607.000"," 350,566.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:08.19","2014-11-08 21:22:08.19","2014-11-08 21:22:11.70"," 12"," 3,845"," 3.008"," 0.000"," ?"," ?"," 2"," 1.508"," 1"," 1,966"," 1"," 1,879"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 70.477"," 0.000"," 35.332"," 1"," 35.145"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.510"," 503,059.000"," 2,674.000"," 389,388.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:45.13","2014-11-08 20:54:45.13","2014-11-08 20:54:50.03"," 12"," 4,059"," 4.404"," 0.000"," ?"," ?"," 2"," 2.212"," 1"," 2,046"," 1"," 2,013"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 103.185"," 0.000"," 51.827"," 1"," 51.358"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 5.210"," 507,827.000"," 2,601.000"," 349,710.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:11.70","2014-11-08 21:22:11.70","2014-11-08 21:22:15.07"," 12"," 3,862"," 2.928"," 0.000"," ?"," ?"," 2"," 1.468"," 0"," 1,945"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.602"," 0.000"," 34.395"," 0"," 34.207"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.370"," 504,988.000"," 2,638.000"," 384,555.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:50.03","2014-11-08 20:54:50.03","2014-11-08 20:54:54.63"," 12"," 4,013"," 4.268"," 0.000"," ?"," ?"," 2"," 2.156"," 1"," 2,014"," 0"," 1,999"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 99.999"," 0.000"," 50.515"," 1"," 49.484"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.850"," 508,197.000"," 2,599.000"," 349,964.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:15.07","2014-11-08 21:22:15.07","2014-11-08 21:22:18.50"," 12"," 3,864"," 2.972"," 0.000"," ?"," ?"," 2"," 1.504"," 1"," 1,945"," 0"," 1,919"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.633"," 0.000"," 35.238"," 1"," 34.395"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.430"," 504,366.000"," 2,636.000"," 383,358.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:54.63","2014-11-08 20:54:54.63","2014-11-08 20:54:59.33"," 12"," 4,013"," 4.348"," 0.000"," ?"," ?"," 2"," 2.196"," 1"," 2,018"," 0"," 1,995"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.873"," 0.000"," 51.452"," 1"," 50.421"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.930"," 507,347.000"," 2,610.000"," 350,251.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:18.50","2014-11-08 21:22:18.50","2014-11-08 21:22:21.84"," 12"," 3,861"," 2.944"," 0.000"," ?"," ?"," 2"," 1.476"," 0"," 1,933"," 1"," 1,928"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.977"," 0.000"," 34.582"," 0"," 34.395"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.340"," 504,679.000"," 2,637.000"," 384,051.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:54:59.33","2014-11-08 20:54:59.33","2014-11-08 20:55:04.02"," 12"," 4,002"," 4.312"," 0.000"," ?"," ?"," 2"," 2.156"," 1"," 2,010"," 0"," 1,992"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.030"," 0.000"," 50.515"," 1"," 50.515"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.940"," 505,394.000"," 2,609.000"," 349,711.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:21.84","2014-11-08 21:22:21.84","2014-11-08 21:22:25.38"," 12"," 3,850"," 3.004"," 0.000"," ?"," ?"," 2"," 1.504"," 0"," 1,933"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 70.383"," 0.000"," 35.238"," 0"," 35.145"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.540"," 503,073.000"," 2,674.000"," 389,361.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:55:04.02","2014-11-08 20:55:04.02","2014-11-08 20:55:08.78"," 12"," 4,081"," 4.412"," 0.000"," ?"," ?"," 2"," 2.232"," 1"," 2,051"," 0"," 2,030"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 103.372"," 0.000"," 52.295"," 1"," 51.077"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 5.010"," 518,798.000"," 2,611.000"," 352,571.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:25.38","2014-11-08 21:22:25.38","2014-11-08 21:22:28.88"," 12"," 3,845"," 2.908"," 0.000"," ?"," ?"," 2"," 1.456"," 0"," 1,928"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.134"," 0.000"," 34.114"," 0"," 34.020"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.500"," 503,194.000"," 2,674.000"," 389,491.000"
"select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%r "," 42"," ?"," 0","? ","2014-11-08 20:55:08.78","2014-11-08 20:55:08.79","2014-11-08 20:55:13.49"," 12"," 4,003"," 4.320"," 0.000"," ?"," ?"," 2"," 2.172"," 1"," 2,037"," 0"," 1,966"," 36,841,472","T "," 1,800,788"," 84,288"," 43,422"," 101.216"," 0.000"," 50.889"," 1"," 50.327"," 43.422"," 1,800,788"," ?"," ?"," 0"," 0"," 4.940"," 505,392.000"," 2,610.000"," 349,711.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:28.88","2014-11-08 21:22:28.88","2014-11-08 21:22:32.29"," 12"," 3,868"," 2.952"," 0.000"," ?"," ?"," 2"," 1.476"," 1"," 1,966"," 1"," 1,902"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.164"," 0.000"," 34.582"," 1"," 34.582"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.410"," 505,417.000"," 2,633.000"," 384,447.000"
"select sum(l_extendedprice* (1 - l_discount)) as revenue from lineitem, part where ( p_partkey = l_partkey and p_brand = 'Brand#12' and p_container in ('SM CASE', 'SM BOX', 'SM PACK', 'SM PK "," 1"," ?"," 0","? ","2014-11-08 21:09:16.74","2014-11-08 21:09:16.75","2014-11-08 21:09:20.69"," 10"," 7,281"," 1.684"," 0.000"," ?"," ?"," 2"," 0.852"," 1"," 3,657"," 0"," 3,624"," 5,443,072","T "," 337,469"," 1"," 51,859"," 39.455"," 0.000"," 19.962"," 1"," 19.493"," 51.859"," 337,469"," ?"," ?"," 0"," 0"," 4.150"," 898,960.000"," 6,914.000"," 870,390.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:32.29","2014-11-08 21:22:32.29","2014-11-08 21:22:35.65"," 12"," 3,850"," 2.920"," 0.000"," ?"," ?"," 2"," 1.460"," 1"," 1,966"," 1"," 1,884"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.414"," 0.000"," 34.207"," 1"," 34.207"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.360"," 503,063.000"," 2,674.000"," 389,386.000"
"select sum(l_extendedprice* (1 - l_discount)) as revenue from lineitem, part where ( p_partkey = l_partkey and p_brand = 'Brand#12' and p_container in ('SM CASE', 'SM BOX', 'SM PACK', 'SM PK "," 1"," ?"," 0","? ","2014-11-08 21:09:20.69","2014-11-08 21:09:20.69","2014-11-08 21:09:24.62"," 10"," 7,293"," 1.680"," 0.000"," ?"," ?"," 2"," 0.852"," 1"," 3,665"," 0"," 3,628"," 5,443,072","T "," 337,469"," 1"," 51,859"," 39.362"," 0.000"," 19.962"," 1"," 19.400"," 51.859"," 337,469"," ?"," ?"," 0"," 0"," 4.140"," 899,722.000"," 6,914.000"," 870,390.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:35.66","2014-11-08 21:22:35.66","2014-11-08 21:22:38.96"," 12"," 3,867"," 2.948"," 0.000"," ?"," ?"," 2"," 1.476"," 1"," 1,966"," 1"," 1,901"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.070"," 0.000"," 34.582"," 1"," 34.488"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.300"," 504,974.000"," 2,636.000"," 384,524.000"
"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where "," 186"," ?"," 0","? ","2014-11-08 21:09:24.62","2014-11-08 21:09:24.72","2014-11-08 21:09:29.92"," 20"," 9,804"," 2.256"," 0.084"," ?"," ?"," 2"," 1.132"," 1"," 4,998"," 1"," 4,806"," 28,292,096","T "," 1,599,852"," 10,008"," 187,440"," 52.857"," 1.968"," 26.522"," 1"," 26.335"," 187.440"," 1,599,852"," ?"," 0.001"," 0"," 0"," 5.320"," 1,158,396.000"," 8,400.000"," 1,044,080.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:38.96","2014-11-08 21:22:38.96","2014-11-08 21:22:42.46"," 12"," 3,850"," 2.968"," 0.000"," ?"," ?"," 2"," 1.488"," 1"," 1,966"," 1"," 1,884"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 69.539"," 0.000"," 34.863"," 1"," 34.676"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.500"," 503,103.000"," 2,675.000"," 389,427.000"
"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where "," 186"," ?"," 0","? ","2014-11-08 21:09:29.93","2014-11-08 21:09:30.04","2014-11-08 21:09:35.07"," 20"," 9,826"," 2.232"," 0.084"," ?"," ?"," 2"," 1.124"," 0"," 4,958"," 1"," 4,868"," 28,292,096","T "," 1,599,852"," 10,008"," 187,440"," 52.295"," 1.968"," 26.335"," 0"," 25.960"," 187.440"," 1,599,852"," ?"," 0.002"," 0"," 0"," 5.300"," 1,160,313.000"," 8,388.000"," 1,043,377.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:42.46","2014-11-08 21:22:42.46","2014-11-08 21:22:45.91"," 12"," 3,862"," 2.924"," 0.000"," ?"," ?"," 2"," 1.464"," 1"," 1,945"," 0"," 1,917"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.508"," 0.000"," 34.301"," 1"," 34.207"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.450"," 504,961.000"," 2,637.000"," 384,523.000"
"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where "," 186"," ?"," 0","? ","2014-11-08 21:09:35.08","2014-11-08 21:09:35.08","2014-11-08 21:09:40.16"," 20"," 9,821"," 2.252"," 0.000"," ?"," ?"," 2"," 1.136"," 0"," 4,958"," 1"," 4,863"," 28,292,096","T "," 1,599,852"," 10,008"," 187,440"," 52.763"," 0.000"," 26.616"," 0"," 26.147"," 187.440"," 1,599,852"," ?"," ?"," 0"," 0"," 5.270"," 1,159,678.000"," 8,381.000"," 1,042,390.000"
"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone fr "," 7"," ?"," 0","? ","2014-11-08 21:22:45.91","2014-11-08 21:22:45.91","2014-11-08 21:22:49.35"," 12"," 3,865"," 2.944"," 0.000"," ?"," ?"," 2"," 1.480"," 0"," 1,950"," 0"," 1,915"," 3,003,392","T "," 1,048,576"," 37,461"," 37,990"," 68.977"," 0.000"," 34.676"," 0"," 34.301"," 37.990"," 1,048,576"," ?"," ?"," 0"," 0"," 3.430"," 504,083.000"," 2,602.000"," 379,365.000"
